Pression,Temperature,_id,cpu_temp,date,id_capteur,mac,time
42,55,60c738551f6f0ea00fe7b0ec,88,2021-05-1,5fe37feb264392bcd1b27,CHPTOTOYPE24517,14:00:00
28,44,60c738551f6f0ea00fe7b0ed,33,2021-05-1,5fe37feb264392bcd1b27,CHPTOTOYPE24517,15:00:00
20,32,60c738551f6f0ea00fe7b0ee,78,2021-05-1,5fe37feb264392bcd1b27,CHPTOTOYPE24517,16:00:00
33,47,60c738551f6f0ea00fe7b0ef,95,2021-05-1,5fe37feb264392bcd1b27,CHPTOTOYPE24517,17:00:00
23,40,60c738551f6f0ea00fe7b0f0,53,2021-05-1,5fe37feb264392bcd1b27,CHPTOTOYPE24517,18:00:00
41,50,60c738551f6f0ea00fe7b0f1,46,2021-05-1,5fe37feb264392bcd1b27,CHPTOTOYPE24517,19:00:00
30,48,60c738551f6f0ea00fe7b0f2,54,2021-05-1,5fe37feb264392bcd1b27,CHPTOTOYPE24517,20:00:00
15,24,60c738551f6f0ea00fe7b0f3,28,2021-05-1,5fe37feb264392bcd1b27,CHPTOTOYPE24517,21:00:00
45,62,60c738551f6f0ea00fe7b0f4,83,2021-05-1,5fe37feb264392bcd1b27,CHPTOTOYPE24517,22:00:00
37,46,60c738551f6f0ea00fe7b0f5,52,2021-05-1,5fe37feb264392bcd1b27,CHPTOTOYPE24517,23:00:00
22,38,60c738551f6f0ea00fe7b0f6,83,2021-05-2,5fe37feb264392bcd1b27,CHPTOTOYPE24517,0:00:00
24,39,60c738551f6f0ea00fe7b0f7,69,2021-05-2,5fe37feb264392bcd1b27,CHPTOTOYPE24517,1:00:00
24,41,60c738551f6f0ea00fe7b0f8,81,2021-05-2,5fe37feb264392bcd1b27,CHPTOTOYPE24517,2:00:00
21,32,60c738551f6f0ea00fe7b0f9,89,2021-05-2,5fe37feb264392bcd1b27,CHPTOTOYPE24517,3:00:00
25,40,60c738551f6f0ea00fe7b0fa,92,2021-05-2,5fe37feb264392bcd1b27,CHPTOTOYPE24517,4:00:00
47,62,60c738551f6f0ea00fe7b0fb,31,2021-05-2,5fe37feb264392bcd1b27,CHPTOTOYPE24517,5:00:00
41,56,60c738551f6f0ea00fe7b0fc,47,2021-05-2,5fe37feb264392bcd1b27,CHPTOTOYPE24517,6:00:00
33,46,60c738551f6f0ea00fe7b0fd,65,2021-05-2,5fe37feb264392bcd1b27,CHPTOTOYPE24517,7:00:00
31,49,60c738551f6f0ea00fe7b0fe,82,2021-05-2,5fe37feb264392bcd1b27,CHPTOTOYPE24517,8:00:00
10,20,60c738551f6f0ea00fe7b0ff,65,2021-05-2,5fe37feb264392bcd1b27,CHPTOTOYPE24517,9:00:00
19,32,60c738551f6f0ea00fe7b100,82,2021-05-2,5fe37feb264392bcd1b27,CHPTOTOYPE24517,10:00:00
24,33,60c738551f6f0ea00fe7b101,73,2021-05-2,5fe37feb264392bcd1b27,CHPTOTOYPE24517,11:00:00
8,21,60c738551f6f0ea00fe7b102,50,2021-05-2,5fe37feb264392bcd1b27,CHPTOTOYPE24517,12:00:00
21,33,60c738551f6f0ea00fe7b103,56,2021-05-2,5fe37feb264392bcd1b27,CHPTOTOYPE24517,13:00:00
31,41,60c738551f6f0ea00fe7b104,92,2021-05-2,5fe37feb264392bcd1b27,CHPTOTOYPE24517,14:00:00
48,64,60c738551f6f0ea00fe7b105,39,2021-05-2,5fe37feb264392bcd1b27,CHPTOTOYPE24517,15:00:00
47,62,60c738551f6f0ea00fe7b106,97,2021-05-2,5fe37feb264392bcd1b27,CHPTOTOYPE24517,16:00:00
32,44,60c738551f6f0ea00fe7b107,59,2021-05-2,5fe37feb264392bcd1b27,CHPTOTOYPE24517,17:00:00
36,45,60c738551f6f0ea00fe7b108,28,2021-05-2,5fe37feb264392bcd1b27,CHPTOTOYPE24517,18:00:00
12,28,60c738551f6f0ea00fe7b109,77,2021-05-2,5fe37feb264392bcd1b27,CHPTOTOYPE24517,19:00:00
33,51,60c738551f6f0ea00fe7b10a,34,2021-05-2,5fe37feb264392bcd1b27,CHPTOTOYPE24517,20:00:00
26,36,60c738551f6f0ea00fe7b10b,64,2021-05-2,5fe37feb264392bcd1b27,CHPTOTOYPE24517,21:00:00
43,58,60c738551f6f0ea00fe7b10c,95,2021-05-2,5fe37feb264392bcd1b27,CHPTOTOYPE24517,22:00:00
37,53,60c738551f6f0ea00fe7b10d,55,2021-05-2,5fe37feb264392bcd1b27,CHPTOTOYPE24517,23:00:00
26,35,60c738551f6f0ea00fe7b10e,68,2021-05-3,5fe37feb264392bcd1b27,CHPTOTOYPE24517,0:00:00
15,33,60c738551f6f0ea00fe7b10f,92,2021-05-3,5fe37feb264392bcd1b27,CHPTOTOYPE24517,1:00:00
41,51,60c738551f6f0ea00fe7b110,71,2021-05-3,5fe37feb264392bcd1b27,CHPTOTOYPE24517,2:00:00
32,50,60c738551f6f0ea00fe7b111,83,2021-05-3,5fe37feb264392bcd1b27,CHPTOTOYPE24517,3:00:00
33,45,60c738551f6f0ea00fe7b112,66,2021-05-3,5fe37feb264392bcd1b27,CHPTOTOYPE24517,4:00:00
23,37,60c738551f6f0ea00fe7b113,89,2021-05-3,5fe37feb264392bcd1b27,CHPTOTOYPE24517,5:00:00
36,48,60c738551f6f0ea00fe7b114,84,2021-05-3,5fe37feb264392bcd1b27,CHPTOTOYPE24517,6:00:00
17,35,60c738551f6f0ea00fe7b115,42,2021-05-3,5fe37feb264392bcd1b27,CHPTOTOYPE24517,7:00:00
43,54,60c738551f6f0ea00fe7b116,67,2021-05-3,5fe37feb264392bcd1b27,CHPTOTOYPE24517,8:00:00
15,25,60c738551f6f0ea00fe7b117,95,2021-05-3,5fe37feb264392bcd1b27,CHPTOTOYPE24517,9:00:00
20,30,60c738551f6f0ea00fe7b118,26,2021-05-3,5fe37feb264392bcd1b27,CHPTOTOYPE24517,10:00:00
32,44,60c738551f6f0ea00fe7b119,96,2021-05-3,5fe37feb264392bcd1b27,CHPTOTOYPE24517,11:00:00
5,21,60c738551f6f0ea00fe7b11a,25,2021-05-3,5fe37feb264392bcd1b27,CHPTOTOYPE24517,12:00:00
48,63,60c738551f6f0ea00fe7b11b,74,2021-05-3,5fe37feb264392bcd1b27,CHPTOTOYPE24517,13:00:00
17,31,60c738551f6f0ea00fe7b11c,86,2021-05-3,5fe37feb264392bcd1b27,CHPTOTOYPE24517,14:00:00
38,50,60c738551f6f0ea00fe7b11d,81,2021-05-3,5fe37feb264392bcd1b27,CHPTOTOYPE24517,15:00:00
10,20,60c738551f6f0ea00fe7b11e,88,2021-05-3,5fe37feb264392bcd1b27,CHPTOTOYPE24517,16:00:00
18,30,60c738551f6f0ea00fe7b11f,67,2021-05-3,5fe37feb264392bcd1b27,CHPTOTOYPE24517,17:00:00
7,23,60c738551f6f0ea00fe7b120,30,2021-05-3,5fe37feb264392bcd1b27,CHPTOTOYPE24517,18:00:00
32,49,60c738551f6f0ea00fe7b121,51,2021-05-3,5fe37feb264392bcd1b27,CHPTOTOYPE24517,19:00:00
31,44,60c738551f6f0ea00fe7b122,35,2021-05-3,5fe37feb264392bcd1b27,CHPTOTOYPE24517,20:00:00
18,27,60c738551f6f0ea00fe7b123,93,2021-05-3,5fe37feb264392bcd1b27,CHPTOTOYPE24517,21:00:00
10,22,60c738551f6f0ea00fe7b124,68,2021-05-3,5fe37feb264392bcd1b27,CHPTOTOYPE24517,22:00:00
23,35,60c738551f6f0ea00fe7b125,45,2021-05-3,5fe37feb264392bcd1b27,CHPTOTOYPE24517,23:00:00
52,63,60c738551f6f0ea00fe7b126,63,2021-05-4,5fe37feb264392bcd1b27,CHPTOTOYPE24517,0:00:00
12,21,60c738551f6f0ea00fe7b127,68,2021-05-4,5fe37feb264392bcd1b27,CHPTOTOYPE24517,1:00:00
44,57,60c738551f6f0ea00fe7b128,47,2021-05-4,5fe37feb264392bcd1b27,CHPTOTOYPE24517,2:00:00
38,47,60c738551f6f0ea00fe7b129,48,2021-05-4,5fe37feb264392bcd1b27,CHPTOTOYPE24517,3:00:00
14,28,60c738551f6f0ea00fe7b12a,74,2021-05-4,5fe37feb264392bcd1b27,CHPTOTOYPE24517,4:00:00
45,60,60c738551f6f0ea00fe7b12b,83,2021-05-4,5fe37feb264392bcd1b27,CHPTOTOYPE24517,5:00:00
5,20,60c738551f6f0ea00fe7b12c,52,2021-05-4,5fe37feb264392bcd1b27,CHPTOTOYPE24517,6:00:00
10,25,60c738551f6f0ea00fe7b12d,63,2021-05-4,5fe37feb264392bcd1b27,CHPTOTOYPE24517,7:00:00
22,31,60c738551f6f0ea00fe7b12e,39,2021-05-4,5fe37feb264392bcd1b27,CHPTOTOYPE24517,8:00:00
40,51,60c738551f6f0ea00fe7b12f,35,2021-05-4,5fe37feb264392bcd1b27,CHPTOTOYPE24517,9:00:00
9,22,60c738551f6f0ea00fe7b130,74,2021-05-4,5fe37feb264392bcd1b27,CHPTOTOYPE24517,10:00:00
15,33,60c738551f6f0ea00fe7b131,53,2021-05-4,5fe37feb264392bcd1b27,CHPTOTOYPE24517,11:00:00
48,57,60c738551f6f0ea00fe7b132,39,2021-05-4,5fe37feb264392bcd1b27,CHPTOTOYPE24517,12:00:00
17,32,60c738551f6f0ea00fe7b133,27,2021-05-4,5fe37feb264392bcd1b27,CHPTOTOYPE24517,13:00:00
34,43,60c738551f6f0ea00fe7b134,80,2021-05-4,5fe37feb264392bcd1b27,CHPTOTOYPE24517,14:00:00
17,30,60c738551f6f0ea00fe7b135,56,2021-05-4,5fe37feb264392bcd1b27,CHPTOTOYPE24517,15:00:00
39,49,60c738551f6f0ea00fe7b136,77,2021-05-4,5fe37feb264392bcd1b27,CHPTOTOYPE24517,16:00:00
18,34,60c738551f6f0ea00fe7b137,34,2021-05-4,5fe37feb264392bcd1b27,CHPTOTOYPE24517,17:00:00
31,46,60c738551f6f0ea00fe7b138,81,2021-05-4,5fe37feb264392bcd1b27,CHPTOTOYPE24517,18:00:00
23,39,60c738551f6f0ea00fe7b139,34,2021-05-4,5fe37feb264392bcd1b27,CHPTOTOYPE24517,19:00:00
14,25,60c738551f6f0ea00fe7b13a,85,2021-05-4,5fe37feb264392bcd1b27,CHPTOTOYPE24517,20:00:00
52,65,60c738551f6f0ea00fe7b13b,29,2021-05-4,5fe37feb264392bcd1b27,CHPTOTOYPE24517,21:00:00
22,34,60c738551f6f0ea00fe7b13c,84,2021-05-4,5fe37feb264392bcd1b27,CHPTOTOYPE24517,22:00:00
37,52,60c738551f6f0ea00fe7b13d,63,2021-05-4,5fe37feb264392bcd1b27,CHPTOTOYPE24517,23:00:00
27,44,60c738551f6f0ea00fe7b13e,31,2021-05-5,5fe37feb264392bcd1b27,CHPTOTOYPE24517,0:00:00
42,53,60c738551f6f0ea00fe7b13f,69,2021-05-5,5fe37feb264392bcd1b27,CHPTOTOYPE24517,1:00:00
49,65,60c738551f6f0ea00fe7b140,64,2021-05-5,5fe37feb264392bcd1b27,CHPTOTOYPE24517,2:00:00
33,47,60c738551f6f0ea00fe7b141,84,2021-05-5,5fe37feb264392bcd1b27,CHPTOTOYPE24517,3:00:00
44,53,60c738551f6f0ea00fe7b142,28,2021-05-5,5fe37feb264392bcd1b27,CHPTOTOYPE24517,4:00:00
31,45,60c738551f6f0ea00fe7b143,76,2021-05-5,5fe37feb264392bcd1b27,CHPTOTOYPE24517,5:00:00
40,54,60c738551f6f0ea00fe7b144,55,2021-05-5,5fe37feb264392bcd1b27,CHPTOTOYPE24517,6:00:00
52,62,60c738551f6f0ea00fe7b145,73,2021-05-5,5fe37feb264392bcd1b27,CHPTOTOYPE24517,7:00:00
31,49,60c738551f6f0ea00fe7b146,50,2021-05-5,5fe37feb264392bcd1b27,CHPTOTOYPE24517,8:00:00
32,45,60c738551f6f0ea00fe7b147,59,2021-05-5,5fe37feb264392bcd1b27,CHPTOTOYPE24517,9:00:00
30,45,60c738551f6f0ea00fe7b148,93,2021-05-5,5fe37feb264392bcd1b27,CHPTOTOYPE24517,10:00:00
31,40,60c738551f6f0ea00fe7b149,88,2021-05-5,5fe37feb264392bcd1b27,CHPTOTOYPE24517,11:00:00
12,30,60c738551f6f0ea00fe7b14a,83,2021-05-5,5fe37feb264392bcd1b27,CHPTOTOYPE24517,12:00:00
39,54,60c738551f6f0ea00fe7b14b,44,2021-05-5,5fe37feb264392bcd1b27,CHPTOTOYPE24517,13:00:00
35,47,60c738551f6f0ea00fe7b14c,57,2021-05-5,5fe37feb264392bcd1b27,CHPTOTOYPE24517,14:00:00
47,60,60c738551f6f0ea00fe7b14d,58,2021-05-5,5fe37feb264392bcd1b27,CHPTOTOYPE24517,15:00:00
46,57,60c738551f6f0ea00fe7b14e,97,2021-05-5,5fe37feb264392bcd1b27,CHPTOTOYPE24517,16:00:00
33,45,60c738551f6f0ea00fe7b14f,25,2021-05-5,5fe37feb264392bcd1b27,CHPTOTOYPE24517,17:00:00
41,58,60c738551f6f0ea00fe7b150,32,2021-05-5,5fe37feb264392bcd1b27,CHPTOTOYPE24517,18:00:00
30,40,60c738551f6f0ea00fe7b151,42,2021-05-5,5fe37feb264392bcd1b27,CHPTOTOYPE24517,19:00:00
52,62,60c738551f6f0ea00fe7b152,90,2021-05-5,5fe37feb264392bcd1b27,CHPTOTOYPE24517,20:00:00
50,61,60c738551f6f0ea00fe7b153,90,2021-05-5,5fe37feb264392bcd1b27,CHPTOTOYPE24517,21:00:00
14,25,60c738551f6f0ea00fe7b154,34,2021-05-5,5fe37feb264392bcd1b27,CHPTOTOYPE24517,22:00:00
6,24,60c738551f6f0ea00fe7b155,60,2021-05-5,5fe37feb264392bcd1b27,CHPTOTOYPE24517,23:00:00
29,38,60c738551f6f0ea00fe7b156,92,2021-05-6,5fe37feb264392bcd1b27,CHPTOTOYPE24517,0:00:00
43,54,60c738551f6f0ea00fe7b157,93,2021-05-6,5fe37feb264392bcd1b27,CHPTOTOYPE24517,1:00:00
26,43,60c738551f6f0ea00fe7b158,40,2021-05-6,5fe37feb264392bcd1b27,CHPTOTOYPE24517,2:00:00
50,64,60c738551f6f0ea00fe7b159,47,2021-05-6,5fe37feb264392bcd1b27,CHPTOTOYPE24517,3:00:00
32,42,60c738551f6f0ea00fe7b15a,85,2021-05-6,5fe37feb264392bcd1b27,CHPTOTOYPE24517,4:00:00
29,40,60c738551f6f0ea00fe7b15b,83,2021-05-6,5fe37feb264392bcd1b27,CHPTOTOYPE24517,5:00:00
31,41,60c738551f6f0ea00fe7b15c,74,2021-05-6,5fe37feb264392bcd1b27,CHPTOTOYPE24517,6:00:00
20,35,60c738551f6f0ea00fe7b15d,55,2021-05-6,5fe37feb264392bcd1b27,CHPTOTOYPE24517,7:00:00
45,60,60c738551f6f0ea00fe7b15e,35,2021-05-6,5fe37feb264392bcd1b27,CHPTOTOYPE24517,8:00:00
50,61,60c738551f6f0ea00fe7b15f,38,2021-05-6,5fe37feb264392bcd1b27,CHPTOTOYPE24517,9:00:00
42,52,60c738551f6f0ea00fe7b160,34,2021-05-6,5fe37feb264392bcd1b27,CHPTOTOYPE24517,10:00:00
26,40,60c738551f6f0ea00fe7b161,29,2021-05-6,5fe37feb264392bcd1b27,CHPTOTOYPE24517,11:00:00
15,27,60c738551f6f0ea00fe7b162,61,2021-05-6,5fe37feb264392bcd1b27,CHPTOTOYPE24517,12:00:00
47,65,60c738551f6f0ea00fe7b163,37,2021-05-6,5fe37feb264392bcd1b27,CHPTOTOYPE24517,13:00:00
46,61,60c738551f6f0ea00fe7b164,81,2021-05-6,5fe37feb264392bcd1b27,CHPTOTOYPE24517,14:00:00
41,56,60c738551f6f0ea00fe7b165,71,2021-05-6,5fe37feb264392bcd1b27,CHPTOTOYPE24517,15:00:00
21,31,60c738551f6f0ea00fe7b166,27,2021-05-6,5fe37feb264392bcd1b27,CHPTOTOYPE24517,16:00:00
36,52,60c738551f6f0ea00fe7b167,73,2021-05-6,5fe37feb264392bcd1b27,CHPTOTOYPE24517,17:00:00
30,39,60c738551f6f0ea00fe7b168,86,2021-05-6,5fe37feb264392bcd1b27,CHPTOTOYPE24517,18:00:00
52,61,60c738551f6f0ea00fe7b169,37,2021-05-6,5fe37feb264392bcd1b27,CHPTOTOYPE24517,19:00:00
13,22,60c738551f6f0ea00fe7b16a,41,2021-05-6,5fe37feb264392bcd1b27,CHPTOTOYPE24517,20:00:00
38,50,60c738551f6f0ea00fe7b16b,22,2021-05-6,5fe37feb264392bcd1b27,CHPTOTOYPE24517,21:00:00
11,20,60c738551f6f0ea00fe7b16c,48,2021-05-6,5fe37feb264392bcd1b27,CHPTOTOYPE24517,22:00:00
44,57,60c738551f6f0ea00fe7b16d,48,2021-05-6,5fe37feb264392bcd1b27,CHPTOTOYPE24517,23:00:00
28,41,60c738551f6f0ea00fe7b16e,74,2021-05-7,5fe37feb264392bcd1b27,CHPTOTOYPE24517,0:00:00
27,36,60c738551f6f0ea00fe7b16f,36,2021-05-7,5fe37feb264392bcd1b27,CHPTOTOYPE24517,1:00:00
18,34,60c738551f6f0ea00fe7b170,53,2021-05-7,5fe37feb264392bcd1b27,CHPTOTOYPE24517,2:00:00
30,40,60c738551f6f0ea00fe7b171,25,2021-05-7,5fe37feb264392bcd1b27,CHPTOTOYPE24517,3:00:00
39,49,60c738551f6f0ea00fe7b172,94,2021-05-7,5fe37feb264392bcd1b27,CHPTOTOYPE24517,4:00:00
27,41,60c738551f6f0ea00fe7b173,73,2021-05-7,5fe37feb264392bcd1b27,CHPTOTOYPE24517,5:00:00
18,36,60c738551f6f0ea00fe7b174,27,2021-05-7,5fe37feb264392bcd1b27,CHPTOTOYPE24517,6:00:00
42,55,60c738551f6f0ea00fe7b175,84,2021-05-7,5fe37feb264392bcd1b27,CHPTOTOYPE24517,7:00:00
52,62,60c738551f6f0ea00fe7b176,72,2021-05-7,5fe37feb264392bcd1b27,CHPTOTOYPE24517,8:00:00
32,44,60c738551f6f0ea00fe7b177,87,2021-05-7,5fe37feb264392bcd1b27,CHPTOTOYPE24517,9:00:00
30,43,60c738551f6f0ea00fe7b178,42,2021-05-7,5fe37feb264392bcd1b27,CHPTOTOYPE24517,10:00:00
30,45,60c738551f6f0ea00fe7b179,27,2021-05-7,5fe37feb264392bcd1b27,CHPTOTOYPE24517,11:00:00
14,31,60c738551f6f0ea00fe7b17a,22,2021-05-7,5fe37feb264392bcd1b27,CHPTOTOYPE24517,12:00:00
31,46,60c738551f6f0ea00fe7b17b,90,2021-05-7,5fe37feb264392bcd1b27,CHPTOTOYPE24517,13:00:00
24,40,60c738551f6f0ea00fe7b17c,52,2021-05-7,5fe37feb264392bcd1b27,CHPTOTOYPE24517,14:00:00
21,30,60c738551f6f0ea00fe7b17d,87,2021-05-7,5fe37feb264392bcd1b27,CHPTOTOYPE24517,15:00:00
17,35,60c738551f6f0ea00fe7b17e,23,2021-05-7,5fe37feb264392bcd1b27,CHPTOTOYPE24517,16:00:00
41,52,60c738551f6f0ea00fe7b17f,40,2021-05-7,5fe37feb264392bcd1b27,CHPTOTOYPE24517,17:00:00
49,61,60c738551f6f0ea00fe7b180,59,2021-05-7,5fe37feb264392bcd1b27,CHPTOTOYPE24517,18:00:00
7,20,60c738551f6f0ea00fe7b181,41,2021-05-7,5fe37feb264392bcd1b27,CHPTOTOYPE24517,19:00:00
6,22,60c738551f6f0ea00fe7b182,68,2021-05-7,5fe37feb264392bcd1b27,CHPTOTOYPE24517,20:00:00
23,39,60c738551f6f0ea00fe7b183,55,2021-05-7,5fe37feb264392bcd1b27,CHPTOTOYPE24517,21:00:00
51,62,60c738551f6f0ea00fe7b184,42,2021-05-7,5fe37feb264392bcd1b27,CHPTOTOYPE24517,22:00:00
32,44,60c738551f6f0ea00fe7b185,51,2021-05-7,5fe37feb264392bcd1b27,CHPTOTOYPE24517,23:00:00
17,31,60c738551f6f0ea00fe7b186,37,2021-05-8,5fe37feb264392bcd1b27,CHPTOTOYPE24517,0:00:00
19,37,60c738551f6f0ea00fe7b187,98,2021-05-8,5fe37feb264392bcd1b27,CHPTOTOYPE24517,1:00:00
45,62,60c738551f6f0ea00fe7b188,89,2021-05-8,5fe37feb264392bcd1b27,CHPTOTOYPE24517,2:00:00
19,32,60c738551f6f0ea00fe7b189,48,2021-05-8,5fe37feb264392bcd1b27,CHPTOTOYPE24517,3:00:00
34,45,60c738551f6f0ea00fe7b18a,35,2021-05-8,5fe37feb264392bcd1b27,CHPTOTOYPE24517,4:00:00
12,30,60c738551f6f0ea00fe7b18b,49,2021-05-8,5fe37feb264392bcd1b27,CHPTOTOYPE24517,5:00:00
48,65,60c738551f6f0ea00fe7b18c,33,2021-05-8,5fe37feb264392bcd1b27,CHPTOTOYPE24517,6:00:00
38,49,60c738551f6f0ea00fe7b18d,37,2021-05-8,5fe37feb264392bcd1b27,CHPTOTOYPE24517,7:00:00
26,40,60c738551f6f0ea00fe7b18e,46,2021-05-8,5fe37feb264392bcd1b27,CHPTOTOYPE24517,8:00:00
36,51,60c738551f6f0ea00fe7b18f,75,2021-05-8,5fe37feb264392bcd1b27,CHPTOTOYPE24517,9:00:00
28,44,60c738551f6f0ea00fe7b190,46,2021-05-8,5fe37feb264392bcd1b27,CHPTOTOYPE24517,10:00:00
19,35,60c738551f6f0ea00fe7b191,22,2021-05-8,5fe37feb264392bcd1b27,CHPTOTOYPE24517,11:00:00
38,49,60c738551f6f0ea00fe7b192,64,2021-05-8,5fe37feb264392bcd1b27,CHPTOTOYPE24517,12:00:00
48,60,60c738551f6f0ea00fe7b193,68,2021-05-8,5fe37feb264392bcd1b27,CHPTOTOYPE24517,13:00:00
10,26,60c738551f6f0ea00fe7b194,52,2021-05-8,5fe37feb264392bcd1b27,CHPTOTOYPE24517,14:00:00
48,62,60c738551f6f0ea00fe7b195,50,2021-05-8,5fe37feb264392bcd1b27,CHPTOTOYPE24517,15:00:00
31,43,60c738551f6f0ea00fe7b196,81,2021-05-8,5fe37feb264392bcd1b27,CHPTOTOYPE24517,16:00:00
27,42,60c738551f6f0ea00fe7b197,29,2021-05-8,5fe37feb264392bcd1b27,CHPTOTOYPE24517,17:00:00
40,58,60c738551f6f0ea00fe7b198,77,2021-05-8,5fe37feb264392bcd1b27,CHPTOTOYPE24517,18:00:00
6,21,60c738551f6f0ea00fe7b199,37,2021-05-8,5fe37feb264392bcd1b27,CHPTOTOYPE24517,19:00:00
42,53,60c738551f6f0ea00fe7b19a,95,2021-05-8,5fe37feb264392bcd1b27,CHPTOTOYPE24517,20:00:00
43,52,60c738551f6f0ea00fe7b19b,58,2021-05-8,5fe37feb264392bcd1b27,CHPTOTOYPE24517,21:00:00
36,54,60c738551f6f0ea00fe7b19c,69,2021-05-8,5fe37feb264392bcd1b27,CHPTOTOYPE24517,22:00:00
36,47,60c738551f6f0ea00fe7b19d,67,2021-05-8,5fe37feb264392bcd1b27,CHPTOTOYPE24517,23:00:00
50,60,60c738551f6f0ea00fe7b19e,85,2021-05-9,5fe37feb264392bcd1b27,CHPTOTOYPE24517,0:00:00
36,46,60c738551f6f0ea00fe7b19f,63,2021-05-9,5fe37feb264392bcd1b27,CHPTOTOYPE24517,1:00:00
22,37,60c738551f6f0ea00fe7b1a0,68,2021-05-9,5fe37feb264392bcd1b27,CHPTOTOYPE24517,2:00:00
26,43,60c738551f6f0ea00fe7b1a1,56,2021-05-9,5fe37feb264392bcd1b27,CHPTOTOYPE24517,3:00:00
13,27,60c738551f6f0ea00fe7b1a2,71,2021-05-9,5fe37feb264392bcd1b27,CHPTOTOYPE24517,4:00:00
13,30,60c738551f6f0ea00fe7b1a3,33,2021-05-9,5fe37feb264392bcd1b27,CHPTOTOYPE24517,5:00:00
48,58,60c738551f6f0ea00fe7b1a4,46,2021-05-9,5fe37feb264392bcd1b27,CHPTOTOYPE24517,6:00:00
11,20,60c738551f6f0ea00fe7b1a5,24,2021-05-9,5fe37feb264392bcd1b27,CHPTOTOYPE24517,7:00:00
49,61,60c738551f6f0ea00fe7b1a6,69,2021-05-9,5fe37feb264392bcd1b27,CHPTOTOYPE24517,8:00:00
45,59,60c738551f6f0ea00fe7b1a7,53,2021-05-9,5fe37feb264392bcd1b27,CHPTOTOYPE24517,9:00:00
47,57,60c738551f6f0ea00fe7b1a8,72,2021-05-9,5fe37feb264392bcd1b27,CHPTOTOYPE24517,10:00:00
15,33,60c738551f6f0ea00fe7b1a9,79,2021-05-9,5fe37feb264392bcd1b27,CHPTOTOYPE24517,11:00:00
48,64,60c738551f6f0ea00fe7b1aa,71,2021-05-9,5fe37feb264392bcd1b27,CHPTOTOYPE24517,12:00:00
49,63,60c738551f6f0ea00fe7b1ab,70,2021-05-9,5fe37feb264392bcd1b27,CHPTOTOYPE24517,13:00:00
22,38,60c738551f6f0ea00fe7b1ac,40,2021-05-9,5fe37feb264392bcd1b27,CHPTOTOYPE24517,14:00:00
25,35,60c738551f6f0ea00fe7b1ad,83,2021-05-9,5fe37feb264392bcd1b27,CHPTOTOYPE24517,15:00:00
51,61,60c738551f6f0ea00fe7b1ae,92,2021-05-9,5fe37feb264392bcd1b27,CHPTOTOYPE24517,16:00:00
4,22,60c738551f6f0ea00fe7b1af,22,2021-05-9,5fe37feb264392bcd1b27,CHPTOTOYPE24517,17:00:00
37,46,60c738551f6f0ea00fe7b1b0,35,2021-05-9,5fe37feb264392bcd1b27,CHPTOTOYPE24517,18:00:00
16,32,60c738551f6f0ea00fe7b1b1,89,2021-05-9,5fe37feb264392bcd1b27,CHPTOTOYPE24517,19:00:00
28,42,60c738551f6f0ea00fe7b1b2,46,2021-05-9,5fe37feb264392bcd1b27,CHPTOTOYPE24517,20:00:00
22,40,60c738551f6f0ea00fe7b1b3,84,2021-05-9,5fe37feb264392bcd1b27,CHPTOTOYPE24517,21:00:00
45,61,60c738551f6f0ea00fe7b1b4,52,2021-05-9,5fe37feb264392bcd1b27,CHPTOTOYPE24517,22:00:00
